state,longitude,latitude,scientific_name,count
Washington,-122.3,47.7,Tilia cordata,904
Washington,-122.2,47.5,Others,376
Washington,-122.2,47.5,Acer rubrum,2
Washington,-122.2,47.5,Fraxinus pennsylvanica,11
Washington,-122.2,47.5,Liquidambar styraciflua,1
Washington,-122.2,47.5,Prunus,36
Washington,-122.2,47.5,Pyrus calleryana,6
Wisconsin,-89.6,43.0,Others,365
Wisconsin,-89.6,43.0,Fraxinus pennsylvanica,41
Wisconsin,-89.6,43.0,Gleditsia triacanthos,158
Wisconsin,-89.6,43.1,Others,587
Wisconsin,-89.6,43.1,Fraxinus pennsylvanica,16
Wisconsin,-89.6,43.1,Gleditsia triacanthos,161
Wisconsin,-89.6,43.1,Platanus acerifolia,3
Wisconsin,-89.6,43.1,Prunus,9
Wisconsin,-89.5,43.0,Others,7786
Wisconsin,-89.5,43.0,Acer platanoides,3498
Wisconsin,-89.5,43.0,Acer rubrum,59
Wisconsin,-89.5,43.0,Fraxinus pennsylvanica,3167
Wisconsin,-89.5,43.0,Gleditsia triacanthos,2916
Wisconsin,-89.5,43.0,Platanus acerifolia,15
Wisconsin,-89.5,43.0,Prunus,12
Wisconsin,-89.5,43.0,Tilia cordata,874
Wisconsin,-89.5,43.1,Others,6162
Wisconsin,-89.5,43.1,Acer platanoides,4219
Wisconsin,-89.5,43.1,Acer rubrum,59
Wisconsin,-89.5,43.1,Fraxinus pennsylvanica,2714
Wisconsin,-89.5,43.1,Gleditsia triacanthos,2330
Wisconsin,-89.5,43.1,Platanus acerifolia,14
Wisconsin,-89.5,43.1,Prunus,20
Wisconsin,-89.5,43.1,Tilia cordata,937
Wisconsin,-89.4,43.0,Others,1868
Wisconsin,-89.4,43.0,Acer platanoides,1468
Wisconsin,-89.4,43.0,Acer rubrum,9
Wisconsin,-89.4,43.0,Fraxinus pennsylvanica,1250
Wisconsin,-89.4,43.0,Gleditsia triacanthos,571
Wisconsin,-89.4,43.0,Platanus acerifolia,10
Wisconsin,-89.4,43.0,Prunus,12
Wisconsin,-89.4,43.0,Tilia cordata,164
Wisconsin,-89.4,43.1,Others,11037
Wisconsin,-89.4,43.1,Acer platanoides,5696
Wisconsin,-89.4,43.1,Acer rubrum,93
Wisconsin,-89.4,43.1,Fraxinus pennsylvanica,5097
Wisconsin,-89.4,43.1,Gleditsia triacanthos,3059
Wisconsin,-89.4,43.1,Liquidambar styraciflua,1
Wisconsin,-89.4,43.1,Platanus acerifolia,48
Wisconsin,-89.4,43.1,Prunus,43
Wisconsin,-89.4,43.1,Tilia cordata,960
Wisconsin,-89.4,43.2,Others,128
Wisconsin,-89.4,43.2,Acer platanoides,188
Wisconsin,-89.4,43.2,Acer rubrum,3
Wisconsin,-89.4,43.2,Fraxinus pennsylvanica,119
Wisconsin,-89.4,43.2,Gleditsia triacanthos,85
Wisconsin,-89.4,43.2,Tilia cordata,47
Wisconsin,-89.3,43.0,Others,1252
Wisconsin,-89.3,43.0,Acer platanoides,71
Wisconsin,-89.3,43.0,Fraxinus pennsylvanica,146
Wisconsin,-89.3,43.0,Gleditsia triacanthos,237
Wisconsin,-89.3,43.0,Platanus acerifolia,7
Wisconsin,-89.3,43.0,Prunus,2
Wisconsin,-89.3,43.1,Others,9938
Wisconsin,-89.3,43.1,Acer platanoides,5749
Wisconsin,-89.3,43.1,Acer rubrum,38
Wisconsin,-89.3,43.1,Fraxinus pennsylvanica,4795
Wisconsin,-89.3,43.1,Gleditsia triacanthos,3949
Wisconsin,-89.3,43.1,Platanus acerifolia,22
Wisconsin,-89.3,43.1,Prunus,29
Wisconsin,-89.3,43.1,Tilia cordata,912
Wisconsin,-89.3,43.2,Others,201
Wisconsin,-89.3,43.2,Acer platanoides,29
Wisconsin,-89.3,43.2,Fraxinus pennsylvanica,32
Wisconsin,-89.3,43.2,Gleditsia triacanthos,70
Wisconsin,-88.8,43.2,Others,445
Wisconsin,-88.8,43.2,Acer platanoides,72
Wisconsin,-88.8,43.2,Acer rubrum,3
Wisconsin,-88.8,43.2,Fraxinus pennsylvanica,58
Wisconsin,-88.8,43.2,Gleditsia triacanthos,82
Wisconsin,-88.8,43.2,Prunus,1
Wisconsin,-88.8,43.2,Pyrus calleryana,34
Wisconsin,-88.8,43.2,Tilia cordata,97
Wisconsin,-88.7,43.2,Others,3206
Wisconsin,-88.7,43.2,Acer platanoides,904
Wisconsin,-88.7,43.2,Acer rubrum,38
Wisconsin,-88.7,43.2,Fraxinus pennsylvanica,201
Wisconsin,-88.7,43.2,Gleditsia triacanthos,303
Wisconsin,-88.7,43.2,Liquidambar styraciflua,1
Wisconsin,-88.7,43.2,Prunus,32
Wisconsin,-88.7,43.2,Pyrus calleryana,363
Wisconsin,-88.7,43.2,Tilia cordata,304
Wisconsin,-88.5,43.1,Others,1
Wisconsin,-88.2,42.9,Others,24
Wisconsin,-88.2,42.9,Acer platanoides,3
Wisconsin,-88.2,42.9,Fraxinus pennsylvanica,1
Wisconsin,-88.2,43.0,Others,92
Wisconsin,-88.2,43.0,Acer platanoides,1
Wisconsin,-88.2,43.0,Fraxinus pennsylvanica,11
Wisconsin,-88.2,43.0,Gleditsia triacanthos,7
Wisconsin,-88.1,42.8,Others,1
Wisconsin,-88.1,42.9,Others,395
Wisconsin,-88.1,42.9,Acer platanoides,33
Wisconsin,-88.1,42.9,Fraxinus pennsylvanica,53
Wisconsin,-88.1,42.9,Gleditsia triacanthos,42
Wisconsin,-88.1,42.9,Tilia cordata,5
Wisconsin,-88.1,43.0,Others,4992
Wisconsin,-88.1,43.0,Acer platanoides,477
Wisconsin,-88.1,43.0,Acer rubrum,19
Wisconsin,-88.1,43.0,Fraxinus pennsylvanica,711
Wisconsin,-88.1,43.0,Gleditsia triacanthos,364
Wisconsin,-88.1,43.0,Liquidambar styraciflua,1
Wisconsin,-88.1,43.0,Prunus,4
Wisconsin,-88.1,43.0,Pyrus calleryana,74
Wisconsin,-88.1,43.0,Tilia cordata,121
Wisconsin,-88.1,43.1,Others,183
Wisconsin,-88.1,43.1,Acer platanoides,34
Wisconsin,-88.1,43.1,Fraxinus pennsylvanica,48
Wisconsin,-88.1,43.1,Gleditsia triacanthos,10
Wisconsin,-88.1,43.2,Acer platanoides,14
Wisconsin,-88.1,43.2,Acer rubrum,1
Wisconsin,-88.1,43.2,Others,71
Wisconsin,-88.1,43.2,Fraxinus pennsylvanica,9
Wisconsin,-88.1,43.2,Gleditsia triacanthos,7
Wisconsin,-88.1,43.2,Tilia cordata,6
Wisconsin,-88.0,42.9,Others,680
Wisconsin,-88.0,42.9,Acer platanoides,28
Wisconsin,-88.0,42.9,Acer rubrum,13
Wisconsin,-88.0,42.9,Fraxinus pennsylvanica,58
Wisconsin,-88.0,42.9,Gleditsia triacanthos,35
Wisconsin,-88.0,42.9,Prunus,3
Wisconsin,-88.0,42.9,Pyrus calleryana,5
Wisconsin,-88.0,42.9,Tilia cordata,15
Wisconsin,-88.0,43.0,Others,2088
Wisconsin,-88.0,43.0,Acer platanoides,250
Wisconsin,-88.0,43.0,Acer rubrum,6
Wisconsin,-88.0,43.0,Fraxinus pennsylvanica,279
Wisconsin,-88.0,43.0,Gleditsia triacanthos,447
Wisconsin,-88.0,43.0,Prunus,4
Wisconsin,-88.0,43.0,Pyrus calleryana,9
Wisconsin,-88.0,43.0,Tilia cordata,62
Wisconsin,-88.0,43.1,Others,2222
Wisconsin,-88.0,43.1,Acer platanoides,331
Wisconsin,-88.0,43.1,Acer rubrum,10
Wisconsin,-88.0,43.1,Fraxinus pennsylvanica,496
Wisconsin,-88.0,43.1,Gleditsia triacanthos,462
Wisconsin,-88.0,43.1,Prunus,2
Wisconsin,-88.0,43.1,Pyrus calleryana,1
Wisconsin,-88.0,43.1,Tilia cordata,40
Wisconsin,-88.0,43.2,Others,977
Wisconsin,-88.0,43.2,Acer platanoides,65
Wisconsin,-88.0,43.2,Acer rubrum,7
Wisconsin,-88.0,43.2,Fraxinus pennsylvanica,286
Wisconsin,-88.0,43.2,Gleditsia triacanthos,56
Wisconsin,-88.0,43.2,Tilia cordata,3
Wisconsin,-88.0,43.3,Others,2
Wisconsin,-87.9,42.9,Others,430
Wisconsin,-87.9,42.9,Acer platanoides,19
Wisconsin,-87.9,42.9,Acer rubrum,4
Wisconsin,-87.9,42.9,Fraxinus pennsylvanica,35
Wisconsin,-87.9,42.9,Gleditsia triacanthos,56
Wisconsin,-87.9,42.9,Prunus,1
Wisconsin,-87.9,42.9,Tilia cordata,6
Wisconsin,-87.9,43.0,Others,1905
Wisconsin,-87.9,43.0,Acer platanoides,249
Wisconsin,-87.9,43.0,Acer rubrum,8
Wisconsin,-87.9,43.0,Fraxinus pennsylvanica,235
Wisconsin,-87.9,43.0,Gleditsia triacanthos,443
Wisconsin,-87.9,43.0,Prunus,16
Wisconsin,-87.9,43.0,Pyrus calleryana,3
Wisconsin,-87.9,43.0,Tilia cordata,153
Wisconsin,-87.9,43.1,Others,2433
Wisconsin,-87.9,43.1,Acer platanoides,373
Wisconsin,-87.9,43.1,Acer rubrum,23
Wisconsin,-87.9,43.1,Fraxinus pennsylvanica,559
Wisconsin,-87.9,43.1,Gleditsia triacanthos,402
Wisconsin,-87.9,43.1,Prunus,5
Wisconsin,-87.9,43.1,Pyrus calleryana,27
Wisconsin,-87.9,43.1,Tilia cordata,47
Wisconsin,-87.9,43.2,Others,737
Wisconsin,-87.9,43.2,Acer platanoides,26
Wisconsin,-87.9,43.2,Acer rubrum,1
Wisconsin,-87.9,43.2,Fraxinus pennsylvanica,356
Wisconsin,-87.9,43.2,Gleditsia triacanthos,3
Wisconsin,-87.8,42.9,Others,403
Wisconsin,-87.8,42.9,Acer platanoides,15
Wisconsin,-87.8,42.9,Fraxinus pennsylvanica,23
Wisconsin,-87.8,42.9,Gleditsia triacanthos,41
Wisconsin,-87.8,42.9,Tilia cordata,2
Wisconsin,-87.8,43.0,Others,91
Wisconsin,-87.8,43.0,Acer platanoides,11
Wisconsin,-87.8,43.0,Fraxinus pennsylvanica,6
Wisconsin,-87.8,43.0,Gleditsia triacanthos,18
